age_upon_outcome,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,cat/kitten,age_group,outcome_weekday,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Snr
4 weeks,0,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
2 weeks,1,Intact Female,Female,No,2,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
3 months,0,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic mediumhair,False,True,missing,blue,none,blue,Transfer-- SCRP
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,white,brown,white,Adoption-- Foster
10 years,1,Spayed Female,Female,Yes,10,365,Cat,"(8.8, 11.0]",Monday,persian,True,False,tabby,blue,none,blue,Adoption-- Foster
1 month,1,Neutered Male,Male,Yes,1,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,tabby,blue,none,blue,Adoption-- 
3 days,0,Unknown,Female,Yes,3,1,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,orange,white,orange,Transfer-- Partner
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
11 months,1,Neutered Male,Male,Yes,11,30,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
7 months,1,Neutered Male,Male,Yes,7,30,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
5 months,0,Intact Female,Female,No,5,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
5 years,1,Intact Female,Female,No,5,365,Cat,"(4.4, 6.6]",Thursday,snowshoe,False,True,point,lynx,none,lynx,Transfer-- Partner
4 weeks,0,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,tabby,orange,none,orange,Adoption-- Offsite
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Return to Owner-- 
2 months,0,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
4 days,0,Unknown,Female,Yes,4,1,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,american shorthair,True,False,tabby,brown,none,brown,Adoption-- Foster
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
3 years,0,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Thursday,persian,True,False,missing,black,white,black,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,white,brown,white,Adoption-- 
4 months,0,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
3 years,1,Neutered Male,Male,Yes,3,365,Cat,"(2.2, 4.4]",Tuesday,domestic mediumhair,False,True,missing,black,none,black,Adoption-- Foster
4 months,1,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- Foster
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic mediumhair,False,True,missing,black,none,black,Transfer-- SCRP
2 years,0,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- Foster
7 years,1,Spayed Female,Female,Yes,7,365,Cat,"(6.6, 8.8]",Sunday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
13 years,1,Neutered Male,Male,Yes,13,365,Cat,"(11.0, 13.2]",Wednesday,domestic shorthair,False,True,tabby,orange,none,orange,Return to Owner-- 
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
5 months,1,Spayed Female,Female,Yes,5,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
4 years,0,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Tuesday,domestic longhair,False,True,tabby,brown ,black,brown ,Transfer-- Partner
13 years,1,Neutered Male,Male,Yes,13,365,Cat,"(11.0, 13.2]",Sunday,russian blue,True,False,missing,blue,none,blue,Return to Owner-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,blue,white,blue,Adoption-- Foster
5 years,1,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Saturday,domestic mediumhair,False,True,missing,white,none,white,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,missing,black,none,black,Adoption-- Foster
3 years,0,Intact Male,Male,No,3,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,missing,tan,none,tan,Transfer-- SCRP
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
6 months,1,Intact Male,Male,No,6,30,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
6 months,1,Intact Female,Female,No,6,30,Cat,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,tabby,brown ,white,brown ,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Partner
4 years,0,Intact Male,Male,No,4,365,Cat,"(2.2, 4.4]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic mediumhair,False,True,missing,black,none,black,Transfer-- Partner
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,tabby,orange,none,orange,Transfer-- Partner
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
1 weeks,1,Intact Female,Female,No,1,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,white,blue,Return to Owner-- 
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,smoke,black,none,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
1 day,0,Unknown,Female,Yes,1,1,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,siamese,True,False,point,seal,none,seal,Adoption-- 
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Friday,domestic mediumhair,False,True,missing,black,none,black,Transfer-- Partner
7 years,0,Intact Female,Female,No,7,365,Cat,"(6.6, 8.8]",Friday,domestic shorthair,False,True,missing,white,none,white,Euthanasia-- Suffering
5 months,0,Intact Male,Male,No,5,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,white,gray,white,Transfer-- Snr
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
3 years,1,Neutered Male,Male,Yes,3,365,Cat,"(2.2, 4.4]",Wednesday,domestic longhair,False,True,tabby,orange,none,orange,Transfer-- Partner
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
6 years,1,Neutered Male,Male,Yes,6,365,Cat,"(4.4, 6.6]",Tuesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
12 years,0,Intact Male,Male,No,12,365,Cat,"(11.0, 13.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Euthanasia-- Suffering
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- SCRP
13 years,1,Spayed Female,Female,Yes,13,365,Cat,"(11.0, 13.2]",Thursday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
3 years,0,Intact Male,Male,No,3,365,Cat,"(2.2, 4.4]",Wednesday,domestic longhair,False,True,tabby,cream,none,cream,Transfer-- SCRP
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
8 years,1,Neutered Male,Male,Yes,8,365,Cat,"(6.6, 8.8]",Saturday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
10 months,0,Neutered Male,Male,Yes,10,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
15 years,1,Spayed Female,Female,Yes,15,365,Cat,"(13.2, 15.4]",Friday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
5 months,0,Intact Male,Male,No,5,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
10 years,1,Spayed Female,Female,Yes,10,365,Cat,"(8.8, 11.0]",Sunday,british shorthair,True,False,missing,blue,none,blue,Return to Owner-- 
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic longhair,False,True,missing,black,white,black,Transfer-- Partner
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
2 years,0,Unknown,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Euthanasia-- 
3 weeks,1,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
7 months,0,Intact Male,Male,No,7,30,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
1 month,0,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Euthanasia-- Rabies Risk
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
5 months,1,Spayed Female,Female,Yes,5,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
4 weeks,0,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Thursday,siamese,True,False,point,lilac,none,lilac,Transfer-- Partner
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,siamese,True,False,point,lynx ,none,lynx ,Adoption-- Foster
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
14 years,1,Intact Female,Female,No,14,365,Cat,"(13.2, 15.4]",Wednesday,siamese,True,False,point,lynx,none,lynx,Transfer-- Partner
1 year,1,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Snr
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,white,black,Return to Owner-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
10 months,1,Intact Female,Female,No,10,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
4 weeks,0,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Sunday,domestic longhair,False,True,missing,black,chocolate,black,Transfer-- Partner
4 years,0,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,tabby,silver,none,silver,Adoption-- 
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- Foster
10 years,0,Neutered Male,Male,Yes,10,365,Cat,"(8.8, 11.0]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Died-- In Kennel
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,siamese,True,False,point,lynx,none,lynx,Transfer-- SCRP
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Wednesday,domestic mediumhair,False,True,missing,brown merle,none,brown merle,Died-- In Foster
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic mediumhair,False,True,missing,black,none,black,Transfer-- Snr
5 years,0,Intact Female,Female,No,5,365,Cat,"(4.4, 6.6]",Wednesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Wednesday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
3 years,0,Unknown,Female,Yes,3,365,Cat,"(2.2, 4.4]",Monday,domestic mediumhair,False,True,missing,white,black,white,Euthanasia-- Aggressive
8 years,0,Neutered Male,Male,Yes,8,365,Cat,"(6.6, 8.8]",Wednesday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
6 years,0,Unknown,Female,Yes,6,365,Cat,"(4.4, 6.6]",Sunday,domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Suffering
3 months,0,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
